,title,phone,website,location/lat,location/lng,type
898,BeeHive Homes of Taylor Ranch,(505) 710-1223,https://beehivehomes.com/locations/taylor-ranch/,35.1531972,-106.712076,Medical Facilities
899,BeeHive Homes of Albuquerque NM - Assisted Living Facility,(505) 591-7024,https://beehivehomes.com/locations/albuquerque/,35.1803752,-106.5773194,Medical Facilities
900,Las Palomas Center,(505) 821-4200,http://www.genesishcc.com/LasPalomas,35.1720789,-106.5547823,Medical Facilities
901,Emmaus Community/Emmaus House,(505) 234-1224,,35.089983,-106.5684893,Medical Facilities
902,Robert Wertheim Hospice House,,https://www.phs.org/about-us/news/Pages/hospice-house-now-open-to-serve-patients-and-families.aspx,35.1565135,-106.5834377,Medical Facilities
903,Mariposa Program,(505) 272-6700,,35.0534937,-106.6213406,Medical Facilities
904,Hospice San Dias Albuquerque,(505) 881-1403,,35.1590867,-106.5760855,Medical Facilities
905,Odyssey Health Care,(505) 884-8857,,35.1437335,-106.5515222,Medical Facilities
906,BAYADA Assistive Care,(505) 883-4800,,35.1030904,-106.5787967,Medical Facilities
907,Presbyterian Healthcare at Home in Albuquerque,(505) 588-5708,https://www.phs.org/doctors-services/services-centers/healthcare-at-home/Pages/constitution.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_constitution_healthathome,35.0927853,-106.5555665,Medical Facilities
908,State Serve Medical,(877) 633-7250,http://www.stateserv.com/,35.1531539,-106.6024965,Medical Facilities
909,Ambercare,(505) 792-8230,https://ambercare.com/?y_source=1_MTI1NTkwNjQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,35.1538391,-106.6058858,Medical Facilities
910,Caregivers of Albuquerque,(505) 221-6562,,35.0962275,-106.6020999,Medical Facilities
911,Zia Hospice,(505) 830-2978,,35.135915,-106.5901514,Medical Facilities
912,Advanced Home Health and Hospice,(505) 967-4274,https://www.ahcfacilities.com/rehabilitation-facilities/albuquerque/,35.1485306,-106.6398376,Medical Facilities
913,Harmony Home Health & Hospice,(505) 828-2273,https://www.harmonyhomehealth.com/?utm_source=GMBlisting&utm_medium=organic,35.1523238,-106.5850177,Medical Facilities
914,Luna Del Valle Hospice,(505) 365-0321,https://ldvhospice.com/,35.131938,-106.5969798,Medical Facilities
915,Skies Healthcare and Rehabilitation Center,(505) 898-7986,http://www.genesishcc.com/skies,35.2098404,-106.6895103,Medical Facilities
916,Hospice of the Sandias LLC,(505) 881-5342,,35.1330218,-106.5899388,Medical Facilities
917,Armada Hospice,(505) 821-1200,https://www.armadahospice.com/,35.1826508,-106.5832252,Medical Facilities
918,Gentiva Hospice,(505) 821-5404,https://www.gentivahs.com/,35.1653061,-106.5920852,Medical Facilities
919,Hospice De La Luz,(505) 217-2490,http://hospicedelaluz.com/,35.1578129,-106.6021995,Medical Facilities
920,Hospice of New Mexico,(505) 872-2300,http://www.hospiceofnewmexico.com/,35.1150281,-106.5686652,Medical Facilities
921,Compassus,(505) 391-5643,https://www.compassus.com/locations/new-mexico/albuquerque/?utm_source=google?utm_medium=gbp,35.169632,-106.5881946,Medical Facilities
922,hope for Gardner home care and hospice,(505) 414-8570,,35.1563685,-106.6084412,Medical Facilities
923,High Desert Hospice,(505) 585-2603,https://highdeserthospice.care/,35.1826538,-106.5780584,Medical Facilities
924,ProMedica Hospice Serving Albuquerque and Surrounding Areas,(505) 323-1464,https://www.promedicahospice.org/Albuquerque,35.1027128,-106.600295,Medical Facilities
925,"Corus Health - Home Health, Hospice, Palliative Care & Personal Care",(505) 828-0232,http://www.corushealth.com/,35.1847499,-106.6063946,Medical Facilities
926,Luna Vista Home Health and Hospice,(505) 560-1128,http://lunavistahhc.com/,35.1091412,-106.7290956,Medical Facilities
927,Preferred Assisted Living,(505) 839-1014,,35.1185536,-106.6966545,Medical Facilities
928,Alliance Home Health Care,(505) 884-4080,https://www.alliancehhcare.com/,35.1540124,-106.6060686,Medical Facilities
929,FootPrints Home Care,(505) 828-3918,http://www.footprintshomecare.com/,35.1401741,-106.5524105,Medical Facilities
930,Sunnyside Learning Center,(505) 480-8133,https://sunnysidelearningcenter.business.site/?utm_source=gmb&utm_medium=referral,35.0386747,-106.7537544,educational
931,Jeanie's Child Development Center,(505) 268-5088,http://www.tlcdevelopmentcenters.org/Jeanie-s.html,35.0969101,-106.6125877,educational
932,Precious Moments,(505) 323-9800,https://www.preciousmomentslc.com/,35.1369204,-106.5357688,educational
933,Bright Minds Infant and Children's Academy,(505) 299-1406,http://www.brightmindsabq.com/,35.1248642,-106.5319478,educational
934,McLeod KinderCare,(505) 881-2295,https://www.kindercare.com/our-centers/albuquerque/nm/300324?utm_campaign=kc-lg&utm_source=yext&utm_medium=pro&utm_keyword=&utm_platform=&utm_matchtype=&utm_adgroupid=&utm_content=gmb&y_source=1_NTA3MjA4LTcxNS1sb2NhdGlvbi53ZWJzaXRl,35.1389438,-106.5832601,educational
935,Monte Vista Day Nursery,(505) 255-3655,http://www.mvdnkids.com/,35.0820954,-106.6094701,educational
936,Anna's Daycare,(505) 410-3162,https://annas-daycare.business.site/,35.1059055,-106.5019883,educational
937,Calico Butterfly Preschool,(505) 242-4504,http://stpaulabq.org/calico,35.0975973,-106.629875,educational
938,123 Child Development Center,(505) 582-2859,https://123childdevelopmentcenter.com/,35.0203969,-106.713684,educational
939,Childrens Promise Centers,(505) 554-1206,http://childrenspromisecenters.org/,35.0982447,-106.4995975,educational
940,East Gate Kids Childcare,(505) 294-5102,https://eastgatekids.com/,35.0788,-106.5114056,educational
941,Stepping Stones Daycare and Learning Center,(505) 293-2950,,35.0750493,-106.5407003,educational
942,ABC Care,(505) 688-6508,,35.058412,-106.721998,educational
943,Pasitos Daycare,(505) 417-5660,https://pasitos-daycare.business.site/,35.0616893,-106.5712653,educational
944,Herman Sanchez Child Development,(505) 244-6663,http://www.cabq.gov/family/facilities-centers/community-center-locations/southeast/herman-sanchez-community-center/,35.064424,-106.6490221,educational
945,Counting Blessings Learning Center,(505) 315-3767,https://counting-blessings-learning-center.business.site/?utm_source=gmb&utm_medium=referral,35.0877281,-106.5744811,educational
946,"Play to Learn, Inc.",(505) 323-7529,,35.1084186,-106.5197561,educational
947,Southwest Child Care,(505) 294-2233,http://www.southwestchildcare.com/,35.086546,-106.5179261,educational
948,Medina Daycare,(505) 850-8018,,35.0713659,-106.5629278,educational
949,Happy Feet Childcare,(505) 508-5409,https://www.facebook.com/pages/Happy-Feet-Childcare-inc/717661328356639,35.058566,-106.5746822,educational
950,Alvarado Day School Inc,(505) 266-5846,https://www.abqchildcare.com/alvarado-day-school,35.0746463,-106.5815604,educational
951,Mother's Day Out Child Care,(505) 294-0106,http://www.asburyabq.org/mdo/,35.1158316,-106.5281506,educational
952,A Bit of Wonder Daycare,(505) 508-1408,,35.1264773,-106.5083726,educational
953,La Petite Academy on Towner NE,(877) 271-6466,https://www.lapetite.com/your-local-school/albuquerque-nm-7288/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=7288,35.1080913,-106.5060546,educational
954,Kid's Castle,(505) 294-5437,http://kidscastleabq.com/,35.0860767,-106.5036191,educational
955,Coronado Childrens Center,(505) 883-1177,http://coronadochildrenscenter.com/,35.1088612,-106.565096,educational
956,Choices For Children Day School,(505) 242-6363,http://choicesforchildrendayschool.com/,35.1114597,-106.6526222,educational
957,Downtown Preschool,(505) 242-1357,,35.099388,-106.651546,educational
958,Little Big Foot Day School,(505) 888-8995,http://www.littlebigfootdayschool.com/,35.1088435,-106.6084292,educational
959,Alamosa Child Development Center,(505) 836-8760,,35.0712788,-106.7108442,educational
960,Busy Bees Child Care,(505) 294-1907,,35.1308944,-106.5264648,educational
961,Heights Christian Day Care,(505) 881-9529,http://www.heightschristian.org/preschool-daycare.php,35.1239969,-106.56954,educational
962,Pasitos Centro Infantil,(505) 316-9558,,35.0559289,-106.6510495,educational
963,Peppermint Stick Preschool,(505) 266-2300,https://www.facebook.com/PeppermintStickPreschool/,35.0857336,-106.5933157,educational
964,Southwest Child Care,(505) 293-2626,http://www.southwestchildcare.com/,35.1106368,-106.5561704,educational
965,Little Flower Learning Center,(505) 265-6020,http://www.littleflowerlc.org/,35.0726484,-106.5874352,educational
966,La Petite Academy on Anaheim Ave NE,(877) 271-6466,https://www.lapetite.com/your-local-school/albuquerque-nm-7279/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=7279,35.1790564,-106.559093,educational
967,Home Style Home WeeCare,(505) 596-4063,https://weecare.co/daycare/carol-martin-daycare?utm_source=gmb&utm_medium=organic&utm_campaign=gmb-listing,35.1107451,-106.5935126,educational
968,Christina Kent Early Childhood Center,(505) 242-0557,http://www.christinakent.org/,35.0806606,-106.6513329,educational
969,Our Place Learning Center,(505) 262-2680,,35.1015644,-106.5915532,educational
970,Immanuel Lutheran School,(505) 243-2589,http://www.immanuelabq.org/,35.0822639,-106.6431503,educational
971,Child Development Center,(505) 836-8796,https://www.cabq.gov/family/child-and-family-development,35.0906932,-106.7135173,educational
972,"Little Minions Learning Center, LLC",(505) 369-8606,,35.0279842,-106.7475693,educational
973,Love and Care Child Development Center LLC,(505) 344-1172,,35.1378003,-106.6418334,educational
974,Noahs Ark Children’s Academy-Montgomery,(505) 888-8852,http://nacaabq.com/,35.1313882,-106.599528,educational
975,Kidz R Us Learning Academy,(505) 554-1225,http://www.kidzrus.biz/,35.0794622,-106.583284,educational
976,Southwest Child Care,(505) 296-3121,http://www.southwestchildcare.com/,35.1346469,-106.5503493,educational
977,ABQ Childcare,(505) 299-0633,https://www.abqchildcare.com/,35.0948521,-106.5336464,educational
978,All Angels Episcopal Day School,(505) 344-5888,https://allangelsdayschool.com/,35.1392844,-106.6449479,educational
979,La Petite Academy on Constitution NE,(877) 271-6466,https://www.lapetite.com/your-local-school/albuquerque-nm-7282/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=7282,35.0941208,-106.5586373,educational
980,La Petite Academy on Homestead NE,(877) 271-6466,https://www.lapetite.com/your-local-school/albuquerque-nm-7285/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=7285,35.1286605,-106.5855232,educational
981,KIDZ ACADEMY PRESCHOOL,(505) 899-1346,http://www.kidzacademynm.com/,35.2140276,-106.6963296,educational
982,La Petite Academy on Gibson SE,(877) 271-6466,https://www.lapetite.com/your-local-school/albuquerque-nm-7284/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=7284,35.0578462,-106.5705583,educational
983,Discovery One Child Care,(505) 266-0409,https://discovery-one-child-care.business.site/?utm_source=gmb&utm_medium=referral,35.0963721,-106.5866061,educational
984,Charm's Daycare,(505) 720-5492,http://misscharmsdaycare.com/,35.1082843,-106.5833175,educational
985,Rios Family Daycare,(505) 440-0718,,35.0624558,-106.739888,educational
986,Kiddie Academy of North Albuquerque,(505) 359-0000,https://kiddieacademy.com/academies/north-albuquerque/?y_source=1_NDIzMDQ5MC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,35.1838484,-106.5679329,educational
987,Happy Little World LLC,(505) 236-8994,https://happy-little-world.business.site/,35.0675239,-106.7251569,educational
988,Wesley Kids Childcare & Preschool,(505) 247-2404,https://www.wesleykidsabq.org/,35.0811609,-106.651656,educational
989,Learning Tree Academy,(505) 888-1668,http://www.albuquerquedaycare.org/contact/candelaria-carlisle/,35.1168762,-106.6034465,educational
990,Caterpillar Clubhouse Daycare,(505) 322-2776,http://caterpillarclubhousedaycare.com/,35.0782142,-106.5966883,educational
991,Sunnyside Learning Academy,(505) 831-8097,https://www.sunnyside.academy/,35.0783227,-106.6973438,educational
992,Kidz Academy Preschool - Sage,(505) 503-6427,http://www.kidzacademynm.com/,35.0576624,-106.7209175,educational
993,Little Blessings Child Development Center,(505) 639-4458,http://childcarecenter.us/,35.0600147,-106.7304926,educational
994,Preschool Impressions,(505) 508-5569,http://my-preschool.net/,35.1313662,-106.7080206,educational
995,"Altamonte Child Development Center, Inc",(505) 883-8530,http://www.altamontechildcare.com/,35.1186602,-106.6067187,educational
996,La Puerta de Los Niños,(505) 884-2999,http://lapuertadelosninos.org/,35.1267507,-106.6823896,educational
997,Kids Planet Child Development Center,(505) 243-0058,http://kidsplanetchildcarenm.com/,35.0735912,-106.6535779,educational
998,Love & Care Child Development Center,(505) 344-1172,,35.0822818,-106.7024104,educational
999,Rosita Fresita Daycare,,,35.1203856,-106.699106,educational
1000,Kiddie Academy of Paradise Hills,(505) 435-4335,https://kiddieacademy.com/academies/paradise-hills/?y_source=1_MTk4OTkwMjctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,35.1851219,-106.6773987,educational
1001,Learning Ladder Academy,(505) 715-5973,https://www.learningladderacademyabq.com/,35.142155,-106.6408392,educational
1002,The Learning Experience - Paradise Hills,(505) 309-3939,https://thelearningexperience.com/center/paradise-hills/?utm_source=Google&utm_medium=MyBusiness,35.1823585,-106.6759773,educational
1003,Sun Shine Child Care Program,(505) 899-3062,,35.1867264,-106.6856084,educational
1004,Little Lobito's Learning Center,(505) 345-0971,http://little-lobitos-learning-center.business.site/,35.1334664,-106.6424729,educational
1005,Paradise Hills KinderCare,(505) 898-4859,https://www.kindercare.com/our-centers/albuquerque/nm/301493?utm_campaign=kc-lg&utm_source=yext&utm_medium=pro&utm_keyword=&utm_platform=&utm_matchtype=&utm_adgroupid=&utm_content=gmb&y_source=1_NTA3ODg5LTcxNS1sb2NhdGlvbi53ZWJzaXRl,35.180817,-106.674088,educational
1006,Carter's Family Childcare,(443) 822-9078,,35.1536612,-106.6857638,educational
1007,Faith Kids Preschool and Christian Childcare,(505) 890-8885,http://www.faithkidsabq.com/,35.2003746,-106.6771366,educational
1008,Tori's Home Preschool,(505) 301-3506,http://www.childcarebytori.com/,35.0741022,-106.7175378,educational
1009,"La Esperanza Child Development Center, LLC",(505) 891-2755,http://www.laesperanzacdc.com/,35.2153593,-106.6979564,educational
1010,My Little Sunshine Academy,(505) 312-7915,,35.0908639,-106.703151,educational
1011,"The Twins A & V Day Care Center, LLC",(505) 242-4860,,35.0729187,-106.6533233,educational
1012,Paula Bustamante Day Care,(505) 890-1636,,35.200183,-106.6847873,educational
1013,My Little World Early Learning Center,(505) 831-1441,https://www.mylittleworldearlylearningcenter.com/,35.0792765,-106.6972959,educational
1014,Guillermina Becerra Childcare,(505) 342-1099,,35.1345723,-106.6507622,educational
1015,Kids World Learning Center,(505) 317-4400,http://kidsworldnm.com/,35.1227313,-106.7029067,educational
1016,Teddy Bear Preschool Day Care,(505) 345-6164,https://www.facebook.com/ATeddyBearsLearningChildCarePreschool/,35.1415059,-106.6351269,educational
1017,La Petite Academy on Kachina NW,(877) 271-6466,https://www.lapetite.com/your-local-school/albuquerque-nm-7286/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=7286,35.1557578,-106.6956847,educational
1018,Taylor Ranch KinderCare,(505) 897-1694,https://www.kindercare.com/our-centers/albuquerque/nm/300325?utm_campaign=kc-lg&utm_source=yext&utm_medium=pro&utm_keyword=&utm_platform=&utm_matchtype=&utm_adgroupid=&utm_content=gmb&y_source=1_NTA3MjA5LTcxNS1sb2NhdGlvbi53ZWJzaXRl,35.152965,-106.6969405,educational
1019,La Petite Academy on Fortuna NW,(877) 271-6466,https://www.lapetite.com/your-local-school/albuquerque-nm-7283/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=7283,35.0940093,-106.7078399,educational
1020,1st Class Learning Center,(505) 898-5702,https://1stclasslearningcenter.com/,35.1625131,-106.6972292,educational
1021,Toni's In Home Childcare,(505) 236-8889,,35.1197519,-106.7232623,educational
1022,"Little Pixies Learning Center, LLC",(909) 204-9844,https://www.facebook.com/littlepixieslc,35.0272301,-106.7295777,educational
1023,Twins Learning Center,(505) 916-0060,,35.0819947,-106.6998537,educational
1024,La Petite Academy on Redlands NW,(877) 271-6466,https://www.lapetite.com/your-local-school/albuquerque-nm-7278/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=7278,35.1186732,-106.7033317,educational
1025,The Learning Experience - Ladera,(505) 418-4050,https://thelearningexperience.com/center/ladera?utm_source=Google&utm_medium=MyBusiness,35.1304411,-106.703224,educational
1026,Caritas Felices Child Care Center,(505) 515-6902,https://caritas-felices-child-care-center.business.site/,35.1395935,-106.6481808,educational
1027,La Casa De Lily Learning Center,(505) 319-0202,,35.0900861,-106.7097794,educational
1028,Pequeños soñadores LLC childcare,(505) 839-3787,https://pequenos-sonadores.business.site/,35.0714709,-106.7456173,educational
1029,Sunflower Learning Center,(505) 835-5031,https://www.facebook.com/SunflowerABQ/?ref=aymt_homepage_panel,35.1151354,-106.6987791,educational
1030,Precious Moments Child Care,(505) 836-4151,http://preciousmomentslc.com/,35.0765899,-106.7121918,educational
1031,La Petite Academy on New Vistas Ct NW B,(877) 271-6466,https://www.lapetite.com/your-local-school/albuquerque-nm-7287/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=7287,35.1915797,-106.6661127,educational
